id,left,top,right,bottom,X,Y,SHETRAN_ID,LC_0,LC_1,LC_2,LC_3,LC_4,LC_5,LC_6,LC_7,LC_9,LC_10,LC_11,LC_12,LC_14,LC_20,LC_21
141,400775.000099999830127,582775.000099999830127,405775.000099999830127,577775.000099999830127,403275.000099999830127,580275.000099999713711,"-9999","22200","615","500","1620","14883","0","0","0","0","120","0","0","0","0","62"
142,400775.000099999830127,577775.000099999830127,405775.000099999830127,572775.000099999830127,403275.000099999830127,575275.000099999713711,"0","0","1078","525","10025","27451","0","0","0","421","59","0","0","0","0","441"
143,400775.000099999830127,572775.000099999830127,405775.000099999830127,567775.000099999830127,403275.000099999830127,570275.000099999713711,"0","0","2619","78","16037","20455","0","0","0","0","312","0","0","0","0","499"
144,400775.000099999830127,567775.000099999830127,405775.000099999830127,562775.000099999830127,403275.000099999830127,565275.000099999713711,"0","0","4026","210","21174","13724","0","0","0","0","160","0","0","100","0","606"
145,400775.000099999830127,562775.000099999830127,405775.000099999830127,557775.000099999830127,403275.000099999830127,560275.000099999713711,"0","0","10034","3006","10418","13992","121","0","0","0","146","0","0","617","9","1657"
146,400775.000099999830127,557775.000099999830127,405775.000099999830127,552775.000099999830127,403275.000099999830127,555275.000099999713711,"0","0","2723","5409","7274","22488","0","0","506","1098","162","0","0","113","0","227"
147,400775.000099999830127,552775.000099999830127,405775.000099999830127,547775.000099999830127,403275.000099999830127,550275.000099999713711,"-9999","0","2878","4821","3636","15959","0","0","2787","9223","325","0","0","0","0","371"
148,400775.000099999830127,547775.000099999830127,405775.000099999830127,542775.000099999830127,403275.000099999830127,545275.000099999713711,"-9999","0","65","1518","0","1532","0","0","4411","28514","0","3919","0","0","0","41"
149,400775.000099999830127,542775.000099999830127,405775.000099999830127,537775.000099999830127,403275.000099999830127,540275.000099999713711,"-9999","17800","0","978","0","772","0","0","1780","14223","323","4124","0","0","0","0"
150,400775.000099999830127,537775.000099999830127,405775.000099999830127,532775.000099999830127,403275.000099999830127,535275.000099999713711,"-9999","40000","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
